id,course_name,provider,description,course_status,pricing,duration_in_hours,rating,reviews,best_of_all_time,url
811,Progressive Web Apps (PWA) - The Complete Guide,Udemy,Udemy,On-Demand,Paid Course,15.85,0,11359,0,https://www.classcentral.com/course/udemy-progressive-web-app-pwa-the-complete-guide-25213
812,Windows Server 2019 Administration,Udemy,Udemy,On-Demand,Paid Course,21.26666667,0,11203,0,https://www.classcentral.com/course/udemy-windows-server-2019-administration-h-69523
813,ChatGPT Complete Course - Prompt Engineering for ChatGPT,Udemy,Udemy,On-Demand,Paid Course,5.3,0,11267,0,https://www.classcentral.com/course/udemy-chat-gpt-261260
814,Introduction to Windows PowerShell 5.1,Udemy,Udemy,On-Demand,Paid Course,11.08333333,0,11104,0,https://www.classcentral.com/course/udemy-windows-powershell-training-42291
815,Aprende Informática desde cero,Udemy,Udemy,On-Demand,Free Online Course,1,0,427,0,https://www.classcentral.com/course/udemy-aprende-informatica-desde-cero-124772
816,Introduction to Machine Learning with Pytorch,Udacity,Introduction to Machine Learning with Pytorch,On-Demand,Paid Course,1751.35,4,5,0,https://www.classcentral.com/course/udacity-intro-to-machine-learning-nanodegree--nd229-18201
817,Applied Cryptography,Udacity,"Cryptography is present in everyday life, from paying with a credit card to using the telephone.  Learn all about making and breaking puzzles in computing.",On-Demand,Free Online Course,1344,4,5,0,https://www.classcentral.com/course/udacity-applied-cryptography-326
818,Artificial Intelligence: Reinforcement Learning in Python,Udemy,Udemy,On-Demand,Paid Course,14.71666667,0,10617,0,https://www.classcentral.com/course/udemy-artificial-intelligence-reinforcement-learn-23324
819,Fundamentos y Lógica de Programación 2021,Udemy,Udemy,On-Demand,Paid Course,6,0,418,0,https://www.classcentral.com/course/udemy-logica-de-programacion-2020-nivel-principia-67135
820,Up & Running with ServiceNow,Udemy,Udemy,On-Demand,Paid Course,3.016666667,0,10667,0,https://www.classcentral.com/course/udemy-up-and-running-with-servicenow-2018-68104
821,"Jenkins: Beginner To Pro, Learn CI/CD Pipelines & Automation",Udemy,Udemy,On-Demand,Paid Course,2.316666667,0,10489,0,https://www.classcentral.com/course/udemy-jenkins-masterclass-105628
822,Complete Generative AI Course With Langchain and Huggingface,Udemy,Udemy,On-Demand,Paid Course,54.11666667,0,10288,0,https://www.classcentral.com/course/udemy-complete-generative-ai-course-with-langchai-303868
823,Mastering Algorithms and Data Structures in Python,CodeSignal,CodeSignal,On-Demand,Free Certificate,0,0,905,0,https://www.classcentral.com/course/codesignal-mastering-algorithms-and-data-structures-in-python-361230
824,SQL Server Integration Services (SSIS) - An Introduction,Udemy,Udemy,On-Demand,Paid Course,3.933333333,0,10056,0,https://www.classcentral.com/course/udemy-sql-server-ssis-an-introduction-67149
825,How To Create a Website in a Weekend! (Project-Centered Course),Coursera,"Design, build, and publish a basic website with text, sound, images, hyperlinks, plug-ins, and social media interactivity using WordPress. Learn domain setup, layout design, and mobile optimization.",On-Demand,Free Online Course (Audit),13.66666667,4,7,0,https://www.classcentral.com/course/how-to-create-a-website-5815
826,The Raspberry Pi Platform and Python Programming for the Raspberry Pi,Coursera,"Learn to program and develop IoT devices using Raspberry Pi and Python. Set up the environment, run Linux, write and debug code, and control hardware through GPIO pins.",On-Demand,Free Online Course (Audit),10.93333333,0,2764,0,https://www.classcentral.com/course/raspberry-pi-platform-4334
827,Building AI,Independent,14 reviews,On-Demand,Free Online Course,50,4.5,14,0,https://www.classcentral.com/course/independent-building-ai-22112
828,Introducción a la programación en C: Funciones y punteros,edX,"En este curso aprenderás cómo hacer programas modulares a través de funciones y punteros en el lenguaje de programación C, uno de los más utilizados.",On-Demand,Free Online Course (Audit),20,4,5,0,https://www.classcentral.com/course/c-programming-universidad-autonoma-de-madrid-intr-12158
829,操作系统与虚拟化安全,Coursera,操作系统是计算机系统的基础软件，而系统虚拟化已成为云计算平台的核心技术，没有它们提供的安全性，这些计算机系统及其上数据的安全性都将无法保障。本课程将从理论与工程实践相结合的角度，介绍操作系统(Linux)与系统虚拟化(Xen)安全相关理论、技术和方法，包括：安全概念、安全机制、安全模型、安全体系结构、安全开发方法、安全标准与评测方法等，帮助你深入学习和理解该领域的知识体系、实践技术和方法。,On-Demand,Free Online Course (Audit),28,0,12,0,https://www.classcentral.com/course/osvirtsecurity-2348
830,The Unix Workbench,Coursera,"Explore Unix tools and command line interfaces, learn Bash programming, version control with Git, and cloud computing basics. Gain essential skills for software development and efficient computing.",On-Demand,Free Online Course (Audit),19.36666667,0,1350,0,https://www.classcentral.com/course/unix-8866
831,程序开发项目实践,Coursera,联合腾讯公司设计的搜索引擎项目实践，通过解决实际问题提升编程能力，并有机会与腾讯工程师交流，为就业做准备。,On-Demand,Free Online Course (Audit),6.066666667,0,0,0,https://www.classcentral.com/course/biancheng-suanfa-biye-xiangmu-6384
832,Mastering Algorithms and Data Structures in Java,CodeSignal,CodeSignal,On-Demand,Free Certificate,0,0,757,0,https://www.classcentral.com/course/codesignal-mastering-algorithms-and-data-structures-in-java-361234
833,HTML Email Certificate (Live Online),Noble Desktop,Noble Desktop,On-Demand,"$1,095.00",24,0,259,0,https://www.classcentral.comhttps://www.nobledesktop.com/certificates/email?utm_source=class-central&utm_medium=referral
834,How to Do CS Theory - Lecture 1b: Research Tips for Theoretical Computer Science,YouTube,"Insights and tips for aspiring theoretical computer science researchers, covering research methods, paper writing, presentation skills, and essential resources in the field.",On-Demand,Free Video,0.6,0,0,0,https://www.classcentral.com/classroom/youtube-how-to-do-cs-theory-at-cmu-lecture-1b-of-cs-theory-toolkit-137787
835,How to Program - Computer Science & Python Coding for Beginners - Variables: Operations/Input/Output,YouTube,"Learn Python programming basics, including variables, operations, input/output. Gain problem-solving skills and insights into device control through hands-on coding exercises and real-life examples.",On-Demand,Free Video,0.616666667,0,0,0,https://www.classcentral.com/classroom/youtube-how-to-program-computer-science-python-coding-for-beginners-variables-operations-input-output-145473
836,Computer Modelling for Molecular Science – With Sir Richard Catlow,YouTube,"Explore how high-performance computer simulations revolutionize scientific understanding, from molecular behavior to planetary-scale hypotheses, with applications in crystallography, materials science, and battery technology.",On-Demand,Free Video,1.016666667,0,0,0,https://www.classcentral.com/classroom/youtube-computer-modelling-for-molecular-science-with-sir-richard-catlow-145519
837,Solving Real World Data Science Problems With Python - Computer Vision Edition,YouTube,"Learn to build and improve convolutional neural networks for computer vision tasks using Python, TensorFlow, and Keras. Explore data augmentation, preprocessing, and network architecture optimization techniques.",On-Demand,Free Video,1.366666667,0,0,0,https://www.classcentral.com/classroom/youtube-solving-real-world-data-science-problems-with-python-computer-vision-edition-141205
838,Migrations - The Hardest Actual Problem in Computer Science,YouTube,"Explore strategies for successful software migrations, including lessons from DoorDash, techniques for changing always-on systems, and approaches to minimize pain and disruption in engineering teams.",On-Demand,Conference Talk,0.85,0,0,0,https://www.classcentral.com/classroom/youtube-migrations-the-hardest-actual-problem-in-computer-science-matt-ranney-yow-2022-193345
839,Computer Science - A Guide for the Perplexed,YouTube,"Explore computer science through the lens of real-world problems, bridging the gap between academic theory and practical applications. Gain insights from Erlang's inventor on solving user challenges.",On-Demand,Conference Talk,1.033333333,0,0,0,https://www.classcentral.com/classroom/youtube-computer-science-a-guide-for-the-perplexed-joe-armstrong-goto-2018-194150
840,Deterministic Search Algorithms in Computer Science,YouTube,Explore deterministic search algorithms and their applications in problem-solving and optimization techniques.,On-Demand,Free Video,0.366666667,0,0,0,https://www.classcentral.com/classroom/youtube-deterministic-search-330006
841,Aprendizaje automático (machine learning) y ciencia de datos,edX,"Aprende a valorizar y extraer conocimiento a partir de los datos, usando técnicas y herramientas de análisis de datos genéricas, y aprendizaje automático en particular.",On-Demand,Free Online Course (Audit),22.5,4.5,32,0,https://www.classcentral.com/course/machine-learning-universitat-politecnica-de-valen-12250
842,Web Development with HTML & CSS (Live Online),Noble Desktop,Noble Desktop,On-Demand,$975.00,18,0,234,0,https://www.classcentral.comhttps://www.nobledesktop.com/classes/coding-classes-new-york-city-nyc?utm_source=class-central&utm_medium=referral
843,A complexidade sensível: Um paralelo entre videogames e arte,Coursera,"Explore as relações entre videogames e arte, aprofundando conceitos, paradigmas e processos criativos para desenvolvedores, pesquisadores e docentes na área de jogos digitais.",On-Demand,Free Online Course (Audit),8.016666667,0,228,0,https://www.classcentral.com/course/videogames-5778
844,Reinforcement Learning,Udacity,8 reviews,On-Demand,Free Online Course,2688,3,8,0,https://www.classcentral.com/course/udacity-reinforcement-learning-1849
845,"Graph Search, Shortest Paths, and Data Structures",Coursera,"Explore data structures, graph algorithms, and their applications in computer science, from search techniques to social network analysis.",On-Demand,Free Online Course (Audit),13.53333333,0,1990,0,https://www.classcentral.com/course/algorithms-graphs-data-structures-7354
846,Introduction to Artificial Intelligence,LinkedIn Learning,LinkedIn Learning,On-Demand,Free Trial Available,1.583333333,0,30773,0,https://www.classcentral.com/course/linkedin-learning-introduction-to-artificial-intelligence-300905
847,Resolución de problemas por búsqueda,Coursera,"Aprende a resolver problemas mediante algoritmos de búsqueda, desde la abstracción hasta la implementación en Python. Aplica tus conocimientos para resolver el cubo de Rubik y otros desafíos.",On-Demand,Free Online Course (Audit),18.35,0,23,0,https://www.classcentral.com/course/resolucion-busqueda-12453
848,Algorithmic Thinking (Part 2),Coursera,"Develop advanced algorithmic skills through divide-and-conquer and dynamic programming techniques. Implement algorithms in Python to analyze real-world datasets, enhancing problem-solving abilities across computational domains.",On-Demand,Free Online Course (Audit),12,4.5,9,0,https://www.classcentral.com/course/algorithmicthink2-3200
849,Cloud DevOps Engineer,Udacity,"Learn all about the DevOps landscape, workflow, and a survey of the systems currently being used to support scalable software deployment.",On-Demand,Paid Course,504,3,7,0,https://www.classcentral.com/course/udacity-intro-to-devops-4013
850,Interactive 3D Graphics,Udacity,"This course will teach you the principles of 3D computer graphics: meshes, transforms, lighting, animation, and making interactive 3D applications run in a browser.",On-Demand,Free Online Course,1344,4.5,6,0,https://www.classcentral.com/course/udacity-interactive-3d-graphics-552
851,计算机操作系统,Coursera,"深入探讨操作系统的核心概念和实现原理,涵盖处理器、存储、设备、文件管理及并发编程,培养学生综合解决实际问题的能力。",On-Demand,Free Online Course (Audit),14,0,142,0,https://www.classcentral.com/course/jisuanji-caozuo-xitong-4316
852,Algorithms on Graphs,Coursera,"Explore graph algorithms for optimal routes, network design, and social network analysis. Learn traversal techniques, shortest paths, and minimum spanning trees with real-world applications.",On-Demand,Free Online Course (Audit),54.61666667,0,2271,0,https://www.classcentral.com/course/algorithms-on-graphs-5479
853,"Flexbox, Grid, & Bootstrap (Live Online)",Noble Desktop,Noble Desktop,On-Demand,$650.00,12,0,126,0,https://www.classcentral.comhttps://www.nobledesktop.com/classes/flexbox-grid-css-layout-techniques?utm_source=class-central&utm_medium=referral
854,ITIL 4 Foundation - Elearning Course,YouTube,YouTube,On-Demand,Free Video,1.5,5,16,0,https://www.classcentral.com/classroom/youtube-itil-4-foundation-elearning-course-59675
855,Scalable Microservices with Kubernetes,Udacity,"This course is designed to teach you about managing microservices, using Kubernetes. This course is built in partnership with experts such as Google’s Kelsey Hightower.",On-Demand,Free Online Course,672,3.5,6,0,https://www.classcentral.com/course/udacity-scalable-microservices-with-kubernetes-6275
856,A/B Testing,Udacity,"This course will cover the design and analysis of A/B tests, also known as split tests, which are online experiments used to test potential improvements to a website or mobile application.",On-Demand,Free Online Course,672,3,6,0,https://www.classcentral.com/course/udacity-a-b-testing-3528
857,"Curso completo de HTML, CSS,  CSS Flexbox, CSS Grid  y BEM",Udemy,Udemy,On-Demand,Paid Course,22.1,0,104,0,https://www.classcentral.com/course/udemy-html-y-css-451479
858,Intro to Algorithms,Udacity,Udacity,On-Demand,Free Online Course,2688,2.5,6,0,https://www.classcentral.com/course/udacity-intro-to-algorithms-364
859,离散优化建模基础篇 Basic Modeling for Discrete Optimization,Coursera,"学习离散优化建模的基础知识,掌握MiniZinc语言解决实际问题。涵盖集合、函数和多重建模等技巧,培养解决复杂优化问题的能力。",On-Demand,Free Online Course (Audit),27.03333333,0,36,0,https://www.classcentral.com/course/lisan-youhua-jianmo-jichupian-7772
860,Data Visualization and D3.js,Udacity,Udacity,On-Demand,Free Online Course,1176,2.5,5,0,https://www.classcentral.com/course/udacity-data-visualization-and-d3-js-2898
861,离散优化建模高阶篇 Advanced Modeling for Discrete Optimization,Coursera,"探索高级离散优化建模技巧,包括模型调试、谓词封装、复杂调度和打包问题解决,以及对称性处理,助你解决更具挑战性的优化难题。",On-Demand,Free Online Course (Audit),46.98333333,0,0,0,https://www.classcentral.com/course/lisan-youhua-jianmo-gaojiepian-7775
862,计算机系统基础（一） ：程序的表示、转换与链接,Coursera,"深入探讨高级语言程序在计算机系统中的实现,涵盖数据表示、指令转换和程序链接等核心主题,培养学生从系统层面理解和优化程序的能力。",On-Demand,Free Online Course (Audit),44,0,59,0,https://www.classcentral.com/course/njuics1-3654
863,"Greedy Algorithms, Minimum Spanning Trees, and Dynamic Programming",Coursera,"The primary topics in this part of the specialization are: greedy algorithms (scheduling, minimum spanning trees, clustering, Huffman codes) and dynamic programming (knapsack, sequence alignment, optimal search trees).",On-Demand,Free Online Course (Audit),14.68333333,0,1271,0,https://www.classcentral.com/course/algorithms-greedy-7350
864,Mastering Algorithms and Data Structures in JavaScript,CodeSignal,CodeSignal,On-Demand,Free Certificate,0,0,546,0,https://www.classcentral.com/course/codesignal-mastering-algorithms-and-data-structures-in-javascript-361235
865,Object-Oriented Data Structures in C++,Coursera,"Learn to code in C++, set up a development environment, and implement data structures as classes. Master memory management and engineer software solutions.",On-Demand,Free Online Course (Audit),21.3,0,3025,0,https://www.classcentral.com/course/cs-fundamentals-1-14489
866,Introduction to Generative AI,Coursera,"This is an introductory level microlearning course aimed at explaining what Generative AI is, how it is used, and how it differs from traditional machine learning methods. It also covers Google Tools to help you develop your own Gen AI apps.",On-Demand,Free Online Course (Audit),1.016666667,0,8079,0,https://www.classcentral.com/course/introduction-to-generative-ai-191103
867,Algorithms on Strings,Coursera,"Explore key pattern matching concepts like tries, suffix trees, and Burrows-Wheeler transform. Learn efficient algorithms for text processing, genomic analysis, and information retrieval.",On-Demand,Free Online Course (Audit),18.81666667,0,1087,0,https://www.classcentral.com/course/algorithms-on-strings-5470
868,CCNA Complete Course,YouTube,YouTube,On-Demand,Free Video,43,5,15,0,https://www.classcentral.com/classroom/youtube-free-ccna-200-301-complete-course-2021-53320
869,Sprachtechnologie in den Digital Humanities,Coursera,"Überblick über Konzepte und Technologien zur Digitalisierung und Annotation von Texten für Geisteswissenschaftler und Sprachinteressierte. Fokus auf Korpuserstellung, XML, Analysemethoden und automatische Annotation.",On-Demand,Free Online Course (Audit),19.85,0,22,0,https://www.classcentral.com/course/langtechindh-3494
870,Procesamiento de Imágenes,Coursera,"Fundamentos teóricos y prácticos del procesamiento de imágenes, desde mejoramiento y filtros hasta restauración y segmentación. Implementación de algoritmos en Python para aplicaciones prácticas.",On-Demand,Free Online Course (Audit),22.06666667,0,13,0,https://www.classcentral.com/course/procesamiento-de-imagenes-102586
871,Python Machine Learning Bootcamp (Live Online),Noble Desktop,Noble Desktop,On-Demand,"$1,895.00",30,0,0,0,https://www.classcentral.comhttps://www.nobledesktop.com/classes/python-machine-learning?utm_source=class-central&utm_medium=referral
872,Linux Operating System & Bash Scripting (Live Online),Noble Desktop,Noble Desktop,On-Demand,$995.00,18,0,0,0,https://www.classcentral.comhttps://www.nobledesktop.com/classes/linux-os-bash-scripting?utm_source=class-central&utm_medium=referral
873,WordPress for Coders (Live Online),Noble Desktop,Noble Desktop,On-Demand,$425.00,6,0,0,0,https://www.classcentral.comhttps://www.nobledesktop.com/classes/wordpress-for-coders?utm_source=class-central&utm_medium=referral
874,Python for Automation (Live Online),Noble Desktop,Noble Desktop,On-Demand,$425.00,6,0,0,0,https://www.classcentral.comhttps://www.nobledesktop.com/classes/python-automation-courses-nyc?utm_source=class-central&utm_medium=referral
875,Front-End Tools & Portfolio (Live Online),Noble Desktop,Noble Desktop,On-Demand,$975.00,18,0,0,0,https://www.classcentral.comhttps://www.nobledesktop.com/classes/web-developer-tools?utm_source=class-central&utm_medium=referral
876,Intro to HTML & CSS (Live Online),Noble Desktop,Noble Desktop,On-Demand,$395.00,6,0,0,0,https://www.classcentral.comhttps://www.nobledesktop.com/classes/html-intro?utm_source=class-central&utm_medium=referral
877,WordPress Bootcamp (Live Online),Noble Desktop,Noble Desktop,On-Demand,$995.00,18,0,0,0,https://www.classcentral.comhttps://www.nobledesktop.com/classes/wordpress-bootcamp?utm_source=class-central&utm_medium=referral
878,Generative AI with ChatGPT (Live Online),Noble Desktop,Noble Desktop,On-Demand,$299.00,6,0,0,0,https://www.classcentral.comhttps://www.nobledesktop.com/classes/generative-ai-intro?utm_source=class-central&utm_medium=referral
879,AI for Marketing Bootcamp (Live Online),Noble Desktop,Noble Desktop,On-Demand,$975.00,18,0,0,0,https://www.classcentral.comhttps://www.nobledesktop.com/classes/ai-marketing?utm_source=class-central&utm_medium=referral
880,Python for AI: Create AI Apps with Flask & OpenAI (Live Online),Noble Desktop,Noble Desktop,On-Demand,"$1,895.00",30,0,0,0,https://www.classcentral.comhttps://www.nobledesktop.com/classes/ai-python?utm_source=class-central&utm_medium=referral
881,AI for Video & Motion Graphics (Live Online),Noble Desktop,Noble Desktop,On-Demand,$695.00,6,0,0,0,https://www.classcentral.comhttps://www.nobledesktop.com/classes/ai-video-motion?utm_source=class-central&utm_medium=referral
882,AI for Workplace Productivity with Microsoft Copilot (Live Online),Noble Desktop,Noble Desktop,On-Demand,$299.00,6,0,0,0,https://www.classcentral.comhttps://www.nobledesktop.com/classes/ai-workplace-productivity?utm_source=class-central&utm_medium=referral
883,AI for Business with ChatGPT (Live Online),Noble Desktop,Noble Desktop,On-Demand,$549.00,12,0,0,0,https://www.classcentral.comhttps://www.nobledesktop.com/classes/ai-for-business?utm_source=class-central&utm_medium=referral
884,"After Effects Compositing, Tracking, & Keying (Live Online)",Noble Desktop,Noble Desktop,On-Demand,$975.00,18,0,0,0,https://www.classcentral.comhttps://www.nobledesktop.com/classes/after-effects-compositing?utm_source=class-central&utm_medium=referral
885,Full-Stack Web Development Certificate (Live Online),Noble Desktop,Noble Desktop,On-Demand,"$7,995.00",420,0,1,0,https://www.classcentral.comhttps://www.nobledesktop.com/certificates/full-stack-development?utm_source=class-central&utm_medium=referral
886,Software Engineering Certificate (Live Online),Noble Desktop,Noble Desktop,On-Demand,"$10,995.00",510,0,1,0,https://www.classcentral.comhttps://www.nobledesktop.com/certificates/software-engineering-bootcamp?utm_source=class-central&utm_medium=referral
887,Generative AI Certificate (Live Online),Noble Desktop,Noble Desktop,On-Demand,"$3,495.00",78,0,0,0,https://www.classcentral.comhttps://www.nobledesktop.com/certificates/generative-ai?utm_source=class-central&utm_medium=referral
888,“MBA” Business Certificate (Live Online),Noble Desktop,Noble Desktop,On-Demand,"$3,495.00",132,0,2,0,https://www.classcentral.comhttps://www.nobledesktop.com/certificates/mba-business?utm_source=class-central&utm_medium=referral
889,Learn Shells and Terminals,Boot.dev,Boot.dev,On-Demand,Paid Course,10,0,0,0,https://www.classcentral.com/course/boot-dev-learn-shells-and-terminals-379580
890,Learn Functional Programming in Python,Boot.dev,Boot.dev,On-Demand,Paid Course,22,0,0,0,https://www.classcentral.com/course/boot-dev-learn-functional-programming-in-python-379583
891,Learn Data Structures and Algorithms in Python,Boot.dev,Boot.dev,On-Demand,Paid Course,32,0,0,0,https://www.classcentral.com/course/boot-dev-learn-data-structures-and-algorithms-in-python-379586
892,Learn Docker,Boot.dev,Boot.dev,On-Demand,Paid Course,18,0,0,0,https://www.classcentral.com/course/boot-dev-learn-docker-379598
893,"Learn CI/CD with GitHub Actions, Docker and Go",Boot.dev,Boot.dev,On-Demand,Paid Course,20,0,0,0,https://www.classcentral.com/course/boot-dev-learn-ci-cd-with-github-actions-docker-and-go-379599
894,Learn Kubernetes,Boot.dev,Boot.dev,On-Demand,Paid Course,24,0,0,0,https://www.classcentral.com/course/boot-dev-learn-kubernetes-379602
895,Learn Cryptography in Go,Boot.dev,Boot.dev,On-Demand,Paid Course,16,0,0,0,https://www.classcentral.com/course/boot-dev-learn-cryptography-in-go-379603
896,Learn Algorithms 2 in Python,Boot.dev,Boot.dev,On-Demand,Paid Course,22,0,0,0,https://www.classcentral.com/course/boot-dev-learn-algorithms-2-in-python-379604
897,Learn Linux,Boot.dev,Boot.dev,On-Demand,Paid Course,10,0,0,0,https://www.classcentral.com/course/boot-dev-learn-linux-421345
898,ChatGPT Level 2 (Live Online),Noble Desktop,Noble Desktop,On-Demand,$299.00,0,0,0,0,https://www.classcentral.comhttps://www.nobledesktop.com/classes/chatgpt-level-2?utm_source=class-central&utm_medium=referral
899,AI for Business Course Online (Self-Paced),Noble Desktop,Noble Desktop,On-Demand,$549.00,0,0,0,0,https://www.classcentral.comhttps://www.nobledesktop.com/classes/ai-for-business-course-online?utm_source=class-central&utm_medium=referral
900,Python Machine Learning Course Online (Self-Paced),Noble Desktop,Noble Desktop,On-Demand,"$1,895.00",0,0,0,0,https://www.classcentral.comhttps://www.nobledesktop.com/classes/python-machine-learning-online?utm_source=class-central&utm_medium=referral
901,Web Development with HTML & CSS Course Online (Self-Paced),Noble Desktop,Noble Desktop,On-Demand,$975.00,0,0,0,0,https://www.classcentral.comhttps://www.nobledesktop.com/classes/web-development-course-online?utm_source=class-central&utm_medium=referral
902,AI for Business with ChatGPT and Copilot (Live Online),Noble Desktop,Noble Desktop,On-Demand,$799.00,0,0,0,0,https://www.classcentral.comhttps://www.nobledesktop.com/classes/ai-for-business-copilot?utm_source=class-central&utm_medium=referral
903,Python Machine Learning Advanced (Live Online),Noble Desktop,Noble Desktop,On-Demand,"$1,895.00",0,0,0,0,https://www.classcentral.comhttps://www.nobledesktop.com/classes/advanced-machine-learning?utm_source=class-central&utm_medium=referral
904,Artificial Intelligence,Udacity,"This course gives a survey of topics in AI along with in-depth foundational concepts such as classical search, probability, machine learning, logic and planning.",On-Demand,Free Online Course,2688,0,0,0,https://www.classcentral.com/course/udacity-artificial-intelligence-8565
905,AI for Trading,Udacity,"Master AI algorithms for quantitative analysis, trading signal generation, and portfolio management. Build a career-ready portfolio with real-world projects designed by industry experts.",On-Demand,Paid Course,3463.516667,0,497,0,https://www.classcentral.com/course/udacity-ai-for-trading--nd880-18238
906,Prompt Engineering for Everyone,CodeSignal,CodeSignal,On-Demand,Free Certificate,0,0,353,0,https://www.classcentral.com/course/codesignal-prompt-engineering-for-everyone-361241
907,"Computability, Complexity & Algorithms",Udacity,Learn tools and techniques that will help you recognize when problems you encounter are intractable and when there an efficient solution.,On-Demand,Free Online Course,0,5,1,0,https://www.classcentral.com/course/udacity-computability-complexity-algorithms-1024
908,IT and Computer Science,YouTube,"Comprehensive exploration of computer science fundamentals, including binary, number systems, operating systems, and cybersecurity, with practical applications and hands-on tutorials.",On-Demand,Free Video,11,4.5,3,0,https://www.classcentral.com/classroom/youtube-it-and-computer-science-92190
909,Python Project: Software Engineering and Image Manipulation,Coursera,"Hands-on project using Python to manipulate images, apply OCR, and work with APIs. Practice real-world software engineering skills and create a portfolio-worthy project.",On-Demand,Free Online Course (Audit),8.216666667,0,1502,0,https://www.classcentral.com/course/python-project-12554
910,Full-Stack Engineering with JavaScript,CodeSignal,CodeSignal,On-Demand,Free Certificate,0,0,335,0,https://www.classcentral.com/course/codesignal-full-stack-engineering-with-javascript-361239
911,Circuits and Electronics 3: Applications,edX,"Learn about cool applications, op-amps and filters in the design of microchips used in smartphones, self-driving cars, computers, and the internet.",On-Demand,Free Online Course (Audit),63,5,6,0,https://www.classcentral.com/course/electronics-massachusetts-institute-of-technology-4558
912,Learn Data Structures and Algorithms in Python,Boot.dev,Boot.dev,On-Demand,Paid Course,32,5,1,0,https://www.classcentral.com/course/boot-dev-learn-data-structures-and-algorithms-in-python-379585
913,Introducción a la Inteligencia Artificial: Principales Algoritmos,edX,"Aprende cómo funcionan los algoritmos de inteligencia artificial que hacen posible los chatbos, automóviles autónomos, el reconocimiento de voz y más.",On-Demand,Free Online Course (Audit),18,4.5,28,0,https://www.classcentral.com/course/artificial-intelligence-universidad-galileo-intro-17247
914,Web Application Technologies and Django,Coursera,"In this course, you'll explore the basic structure of a web application, and how a web browser interacts with a web server.",On-Demand,Free Online Course (Audit),15.11666667,0,1915,0,https://www.classcentral.com/course/django-database-web-apps-20955
915,Software Defined Networking,Coursera,"In this course, you will learn about software defined networking and how it is changing the way communications networks are managed, maintained, and secured.",On-Demand,Free Online Course (Audit),5.983333333,4,8,0,https://www.classcentral.com/course/sdnetworking-489
916,Introducción a Linux,edX,20 reviews,On-Demand,Free Online Course (Audit),84,5,20,0,https://www.classcentral.com/course/linux-the-linux-foundation-introduccion-a-linux-58665
917,Introduction to Operating Systems,Udacity,"Introduction to Operating Systems teaches the basic operating system abstractions, mechanisms, and their implementations.",On-Demand,Free Online Course,1344,4.5,2,0,https://www.classcentral.com/course/udacity-introduction-to-operating-systems-3419
918,Knowledge-Based AI: Cognitive Systems,Udacity,The twin goals of knowledge-based artificial intelligence (AI) are to build AI agents capable of human-level intelligence and gain insights into human cognition.,On-Demand,Free Online Course,1176,3,2,0,https://www.classcentral.com/course/udacity-knowledge-based-ai-cognitive-systems-1025
919,Introduction to Artificial Intelligence (2023),LinkedIn Learning,LinkedIn Learning,On-Demand,Free Trial Available,1.583333333,0,39466,0,https://www.classcentral.com/course/linkedin-learning-introduction-to-artificial-intelligence-2023-427736
920,Introduction to Machine Learning,Coursera,"Foundational understanding of machine learning models, hands-on implementation with PyTorch, and applications across industries from medical diagnostics to image recognition and text prediction.",On-Demand,Free Online Course (Audit),25.61666667,0,3750,0,https://www.classcentral.com/course/machine-learning-duke-12086
921,Guided Tour of Machine Learning in Finance,Coursera,"Introductory overview of machine learning applications in finance, covering supervised learning methods and their use in predicting bank closures. Suitable for finance professionals, traders, and students.",On-Demand,Free Online Course (Audit),24.38333333,1,7,0,https://www.classcentral.com/course/guided-tour-machine-learning-finance-11231
922,Interfacing with the Raspberry Pi,Coursera,"Aprenda a conectar o Raspberry Pi à Internet, usar sockets para transferência de dados, interagir com APIs online e interfaces com sensores e atuadores complexos.",On-Demand,Free Online Course (Audit),11.63333333,0,1601,0,https://www.classcentral.com/course/raspberry-pi-interface-4265
923,Great Ideas in Theoretical Computer Science: Time Complexity - Spring 2016,YouTube,"Explore time complexity in theoretical computer science, covering running time, worst-case scenarios, and common runtime scaling, with practical examples and formal definitions.",On-Demand,Free Video,1.283333333,0,0,0,https://www.classcentral.com/classroom/youtube-great-ideas-in-theoretical-computer-science-time-complexity-spring-2016-137812
924,Great Ideas in Theoretical Computer Science: Countability and Diagonalization,YouTube,"Explore fundamental concepts in theoretical computer science, including countability, diagonalization, and set theory, with a focus on infinite sets and cardinality.",On-Demand,Free Video,1.233333333,0,0,0,https://www.classcentral.com/classroom/youtube-great-ideas-in-theoretical-computer-science-countability-and-diagonalization-spring-2013-137817
925,Great Ideas in Theoretical Computer Science - Turing's Legacy,YouTube,"Explore Turing Machines, their definition, and programming techniques in this theoretical computer science lecture, covering interpreters, formal definitions, and practical TM subroutines.",On-Demand,Free Video,1.166666667,0,0,0,https://www.classcentral.com/classroom/youtube-great-ideas-in-theoretical-computer-science-turing-s-legacy-spring-2015-137818
926,Great Ideas in Theoretical Computer Science: Deductive Systems,YouTube,"Explore deductive systems in theoretical computer science, covering topics like Hilbert's 10th problem, binary trees, propositional logic, and logical equivalence.",On-Demand,Free Video,1.366666667,0,0,0,https://www.classcentral.com/classroom/youtube-great-ideas-in-theoretical-computer-science-deductive-systems-spring-2015-137821
